ConversionId,Multiplier,ConvertFromQty,ConvertFromUom,ConvertToQty,ConvertToUom
I-20348,0.00480769,1.0000,cup,208.0000,g
I-2220,0.03278689,1.0000,fl oz,30.5000,g
I-2220,0.00409836,1.0000,cup,244.0000,g
I-2220,0.00102459,1.0000,qt,976.0000,g
I-2254,0.06666667,1.0000,Tbsp,15.0000,g
I-2254,0.00413223,1.0000,cup,242.0000,g
I-3141,1.40845070,1.4085,ml,1.0000,g
I-3159,0.00040000,1.0000,bottle,2500.0000,g
I-3321,0.04761905,1.0000,Tbsp,21.0000,g
I-3321,0.00294985,1.0000,cup,339.0000,g
I-3348,0.06666667,1.0000,Tbsp,15.0000,g
I-3370,0.00401606,1.0000,cup,249.0000,g
I-3390,0.22222222,1.0000,tsp,4.5000,g
I-3390,0.07407407,1.0000,Tbsp,13.5000,g
I-3390,0.00462963,1.0000,cup,216.0000,g
I-3391,0.22222222,1.0000,tsp,4.5000,g
I-3391,0.07352941,1.0000,Tbsp,13.6000,g
I-3391,0.00458716,1.0000,cup,218.0000,g
I-3435,0.00381679,0.5000,cup,131.0000,g
I-3435,0.00101284,2.8400,L,2804.0000,g
I-3572,0.05882353,1.0000,Tbsp,17.0000,g
I-3572,0.00363636,1.0000,cup,275.0000,g
I-3582,0.16666667,1.0000,tsp,6.0000,g
I-3582,0.05555556,1.0000,Tbsp,18.0000,g
I-3582,0.00342466,1.0000,cup,292.0000,g
I-3590,0.00781250,1.0000,cup,128.0000,g
I-3619,4.65616546,1.0000,leaf,0.2148,g
I-3620,0.17241379,1.0000,Tbsp,5.8000,g
I-3621,1.42857143,1.0000,tsp,0.7000,g
I-3623,0.55555556,1.0000,tsp,1.8000,g
I-3623,0.18867925,1.0000,Tbsp,5.3000,g
I-3628,0.47619048,1.0000,tsp,2.1000,g
I-3628,0.15384615,1.0000,Tbsp,6.5000,g
I-3629,0.55555556,1.0000,tsp,1.8000,g
I-3629,0.20000000,1.0000,Tbsp,5.0000,g
I-3630,0.16666667,1.0000,Tbsp,6.0000,g
I-3639,0.41666667,1.0000,tsp,2.4000,g
I-3639,0.14492754,1.0000,Tbsp,6.9000,g
I-3640,0.43478261,1.0000,tsp,2.3000,g
I-3640,0.14705882,1.0000,Tbsp,6.8000,g
I-3646,0.14084507,1.0000,Tbsp,7.1000,g
I-3649,0.34482759,1.0000,tsp,2.9000,g
I-3651,1.42857143,1.0000,tsp,0.7000,g
I-3651,0.47619048,1.0000,Tbsp,2.1000,g
I-3654,0.45454545,1.0000,tsp,2.2000,g
I-3654,0.14705882,1.0000,Tbsp,6.8000,g
I-3658,0.21739130,1.0000,tsp,4.6000,g
I-3658,0.00454545,1.0000,cup,220.0000,g
I-3679,0.06666667,1.0000,Tbsp,15.0000,g
I-3679,0.00526316,1.0000,can,190.0000,g
I-3679,0.00416667,1.0000,cup,240.0000,g
I-3681,0.00400000,1.0000,cup,250.0000,g
I-3698,0.20000000,1.0000,tsp,5.0000,g
I-3698,0.06711409,1.0000,Tbsp,14.9000,g
I-3698,0.00420168,1.0000,cup,238.0000,g
I-3698,0.00100000,1.0000,L,1000.0000,g
I-4271,0.00549451,1.0000,CT,182.0000,g
I-4375,0.06666667,1.0000,CT,15.0000,g
I-4557,0.04347826,1.0000,leaf,23.0000,g
I-4557,0.00088183,1.0000,CT,1134.0000,g
I-4557,0.00088183,1.0000,ea,1134.0000,g
I-4593,0.00200000,1.0000,HEAD,500.0000,g
I-4593,0.00170068,1.0000,CT,588.0000,g
I-4598,0.00125000,1.0000,CT,800.0000,g
I-4626,0.00263158,1.0000,CT,380.0000,g
I-4679,0.06666667,1.0000,BUNCH,15.0000,g
I-4745,0.00666667,1.0000,ea,150.0000,g
I-4772,0.26315789,1.0000,Tbsp,3.8000,g
I-4772,0.01000000,1.0000,BUNCH,100.0000,g
I-4894,0.04000000,1.0000,ea,25.0000,g
I-6812,0.00909091,1.0000,cup,110.0000,g
I-6832,0.00909091,1.0000,cup,110.0000,g
I-7061,0.03401361,1.0000,fl oz,29.4000,g
I-11217,0.22222222,1.0000,tsp,4.5000,g
I-11217,0.07142857,1.0000,Tbsp,14.0000,g
I-11217,0.00458716,1.0000,cup,218.0000,g
I-19283,0.00210526,1.0000,bag,475.0000,g
I-25492,0.00495050,1.0000,ea,202.0000,g
I-1120,0.00740741,1.0000,CT,135.0000,g
I-1820,0.03215434,1.0000,fl oz,31.1000,g
I-1820,0.00401606,1.0000,cup,249.0000,g
I-1821,0.03194888,1.0000,fl oz,31.3000,g
I-1821,0.00400000,1.0000,cup,250.0000,g
I-3389,0.22222222,1.0000,tsp,4.5000,g
I-3389,0.07407407,1.0000,Tbsp,13.5000,g
I-3389,0.00462963,1.0000,cup,216.0000,g
I-3617,0.52631579,1.0000,tsp,1.9000,g
I-3617,0.16666667,1.0000,Tbsp,6.0000,g
I-3624,0.55555556,1.0000,tsp,1.8000,g
I-3624,0.18867925,1.0000,Tbsp,5.3000,g
I-3692,0.18867925,1.0000,tsp,5.3000,g
I-3692,0.06250000,1.0000,Tbsp,16.0000,g
I-3692,0.00392157,1.0000,cup,255.0000,g
I-3692,0.00100000,1.0000,L,1000.0000,g
I-17203,0.18867925,1.0000,tsp,5.3000,g
I-17203,0.06250000,1.0000,Tbsp,16.0000,g
I-17203,0.00392157,1.0000,cup,255.0000,g
I-19737,0.00103306,1.0000,L,968.0000,g
I-3113,0.20000000,1.0000,tsp,5.0000,g
I-3113,0.06711409,1.0000,Tbsp,14.9000,g
I-3113,0.00418410,1.0000,cup,239.0000,g
I-3149,0.00416667,1.0000,cup,240.0000,g
I-3449,0.00187500,0.1875,L,100.0000,g
I-3632,0.32258065,1.0000,tsp,3.1000,g
I-3632,0.10309278,1.0000,Tbsp,9.7000,g
I-3637,0.50000000,1.0000,tsp,2.0000,g
I-3637,0.15873016,1.0000,Tbsp,6.3000,g
I-4473,0.00735294,1.0000,HEAD,136.0000,g
I-4693,0.00132450,1.0000,CT,755.0000,g
I-4698,0.00400000,1.0000,CT,250.0000,g
I-4699,0.00500000,1.0000,BUNCH,200.0000,g
I-4709,0.01190476,1.0000,CT,84.0000,g
I-4712,0.01492537,1.0000,CT,67.0000,g
I-4826,0.00250000,1.0000,BUNCH,400.0000,g
I-22026,0.21276596,1.0000,tsp,4.7000,g
I-22026,0.00106383,1.0000,L,940.0000,g
I-26014,0.22222222,1.0000,tsp,4.5000,g
I-26014,0.07352941,1.0000,Tbsp,13.6000,g
I-26014,0.00458716,1.0000,cup,218.0000,g
I-3144,0.06250000,1.0000,Tbsp,16.0000,g
I-3144,0.00390625,1.0000,cup,256.0000,g
I-3144,0.00229358,1.0000,can,436.0000,g
I-3146,0.00413223,1.0000,cup,242.0000,g
I-3146,0.00225225,1.0000,can,444.0000,g
I-3497,0.00342466,1.0000,cup,292.0000,g
I-3695,0.20000000,1.0000,tsp,5.0000,g
I-3695,0.06711409,1.0000,Tbsp,14.9000,g
I-3695,0.00418410,1.0000,cup,239.0000,g
I-6017,0.00161250,0.1613,L,100.0000,g
I-6017,0.14285714,1.0000,slice,7.0000,g
I-6017,0.01538462,1.0000,piece,65.0000,g
I-3145,0.00416667,1.0000,cup,240.0000,g
I-3145,0.00226244,1.0000,can,442.0000,g
I-3392,0.22222222,1.0000,tsp,4.5000,g
I-3392,0.07352941,1.0000,Tbsp,13.6000,g
I-3392,0.00458716,1.0000,cup,218.0000,g
I-3458,0.00093897,1.0000,L,1065.0000,g
I-3589,0.11111111,1.0000,Tbsp,9.0000,g
I-3589,0.00694444,1.0000,cup,144.0000,g
I-43646,0.01176471,1.0000,CT,85.0000,g
I-43646,0.03529412,3.0000,oz,85.0000,g
I-43958,0.02000000,1.0000,each,50.0000,g
I-45114,0.03333333,0.5000,fl oz,15.0000,g
I-6777,0.00159744,1.0000,CT,626.0000,g
I-1028,0.008333333,1.0,CT,120.0,g
I-1034,0.008333333,1.0,CT,120.0,g
I-1035,0.01,1.0,CT,100.0,g
I-10605,0.008849558,1.0,CT,113.0,g
I-1126,0.006666667,1.0,CT,150.0,g
I-1127,0.006666667,1.0,CT,150.0,g
I-1141,0.013333333,1.0,CT,75.0,g
I-1143,0.013333333,1.0,CT,75.0,g
I-11519,0.02,1.0,bag,50.0,g
I-1152,0.013333333,1.0,CT,75.0,g
I-11842,0.002202643,1.0,LOAF,454.0,g
I-1207,0.008333333,1.0,CT,120.0,g
I-1223,0.0001,1.0,CT,10000.0,ml
I-1232,0.02,1.0,slice,50.0,g
I-1252,0.00025,1.0,CT,4000.0,ml
I-1254,0.004166667,0.5,CT,120.0,g
I-1257,0.008333333,1.0,CT,120.0,g
I-1273,0.002202643,1.0,LOAF,454.0,g
I-13004,0.002202643,1.0,CT,454.0,g
I-15032,0.002202643,1.0,LOAF,454.0,g
I-15358,0.013333333,1.0,ea,75.0,g
I-17615,0.071428571,1.0,slice,14.0,g
I-17617,0.071428571,1.0,slice,14.0,g
I-17686,0.013333333,1.0,ea,75.0,g
I-18089,0.008333333,1.0,ea,120.0,g
I-18915,0.033333333,1.0,ea,30.0,g
I-19735,0.008333333,1.0,CT,120.0,g
I-2159,0.02,1.0,CT,50.0,g
I-2281,0.000116923,0.076,650G,650.0,g
I-2306,0.05,1.0,slice,20.0,g
I-2310,0.05,1.0,slice,20.0,g
I-24227,0.002202643,1.0,LOAF,454.0,g
I-2586,0.008333333,1.0,CT,120.0,g
I-2669,0.000862069,0.125,PIE,145.0,g
I-28899,0.04,1.0,each,25.0,g
I-28904,0.033333333,1.0,each,30.0,g
I-28907,0.025,1.0,each,40.0,g
I-28920,0.005882353,1.0,each,170.0,g
I-29663,0.036363636,1.0,ea,27.5,g
I-29665,0.025,1.0,each,40.0,g
I-29688,0.008333333,1.0,ea,120.0,g
I-30178,0.008333333,1.0,SHEET,120.0,g
I-3103,0.033333333,1.0,CT,30.0,g
I-3143,0.000352113,1.0,can,2840.0,ml
I-32258,0.02,1.0,ea,50.0,g
I-32263,0.033333333,1.0,ea,30.0,g
I-32268,0.02,1.0,ea,50.0,g
I-3387,0.001,1.0,L,1000.0,ml
I-3676,0.000352113,1.0,LG CAN,2840.0,ml
I-3688,0.008333333,1.0,CT,120.0,g
I-3738,0.003030303,1.0,330ML,330.0,ml
I-41181,0.008333333,1.0,ea,120.0,g
I-4341,0.012597838,1.0,CT,79.3787,g
I-43608,0.002985075,1.0,can,335.0,ml
I-4507,0.005555556,1.0,piece,180.0,g
I-4640,7.69e-05,1.0,cs,13000.0,g
I-46598,0.02,1.0,ea,50.0,g
I-4823,0.003333333,12.0,HEAD,3600.0,g
I-49128,0.008333333,1.0,CT,120.0,g
I-52016,0.008849558,1.0,ea,113.0,g
I-52090,0.007692308,1.0,CT,130.0,g
I-55414,0.008333333,1.0,each,120.0,g
I-57496,0.0125,1.0,each,80.0,g
I-57497,0.0125,1.0,each,80.0,g
I-62225,0.014705882,4.0,CT,272.0,g
I-62736,0.01,1.0,ea,100.0,g
I-64492,0.002202643,1.0,LOAF,454.0,g
I-8140,0.0125,1.0,ea,80.0,g
I-8374,0.036363636,1.0,ea,27.5,g
I-8856,0.026785714,6.0,ea,224.0,g
P-13890,0.02,30.0,slice,1500.0,g
P-13944,0.008474576,1.0,ea,118.0,g
P-14076,0.008571429,6.0,PTN,700.0,g
P-14077,0.004285714,6.0,PTN,1400.0,g
P-14200,0.002790698,3.0,PTN,1075.0,g
P-14282,0.010909091,48.0,ea,4400.0,g
P-14366,0.030857143,540.0,piece,17500.0,g
P-14833,0.002,1.0,PTN,500.0,g
P-16305,0.008928571,1.0,ea,112.0,g
P-22963,0.004830918,1.0,ea,207.0,ml
P-24618,0.007462687,1.0,PTN,134.0,g
P-26047,0.02,50.0,ea,2500.0,g
P-26056,0.002222222,1.0,ea,450.0,g
P-26057,0.02,1.0,ea,50.0,g
P-26170,0.008,1.0,ea,125.0,g
P-26234,0.0125,16.0,ea,1280.0,g
P-26318,0.020408163,10.0,ea,490.0,g
P-26481,0.02,1.0,ea,50.0,g
P-26631,0.005882353,24.0,ea,4080.0,g
P-26965,0.008333333,12.0,piece,1440.0,g
P-27418,0.008333333,1.0,ea,120.0,g
P-28225,0.003333333,1.0,PTN,300.0,g
P-28369,0.028571429,1.0,ea,35.0,g
P-28372,0.071428571,1.0,slice,14.0,g
P-28373,0.005405405,1.0,un,185.0,g
P-33556,0.004545455,1.0,each,220.0,g
P-35132,0.007692308,185.0,ea,24050.0,g
P-35713,0.007692308,185.0,ea,24050.0,g
P-36066,0.002739726,3.0,ea,1095.0,ml
P-36793,0.005714286,2.0,ea,350.0,g
P-36815,0.002739726,2.0,ea,730.0,ml
P-36868,0.00532398,10.0,ea,1878.294,g
P-37297,0.02,1.0,each,50.0,g
P-37871,0.004,1.0,ea,250.0,g
P-38314,0.02,1.0,ea,50.0,g
P-39135,0.002739726,2.0,ea,730.0,ml
P-40407,0.004338395,1.0,1UN,230.5,g
P-41727,0.003044449,15.0,PTN,4927.0,g
P-42552,0.003333333,1.0,pak,300.0,g
P-42553,0.003333333,1.0,pak,300.0,g
P-42554,0.003333333,1.0,pak,300.0,g
P-42555,0.003333333,1.0,pak,300.0,g
P-42556,0.003333333,1.0,pak,300.0,g
P-42557,0.003333333,1.0,pak,300.0,g
P-42558,0.003333333,1.0,pak,300.0,g
P-43635,0.004,25.0,ea,6250.0,g
P-43637,0.002739726,1.0,ea,365.0,ml
P-43638,0.002739726,2.0,ea,730.0,ml
P-43737,0.02,20.0,each,1000.0,g
P-44309,0.002739726,1.0,PTN,365.0,ml
P-44353,0.010719755,7.0,PTN,653.0,g
P-44392,0.02,8.0,each,400.0,g
P-44438,0.002,1.0,PTN,500.0,g
P-44497,0.038461538,6.0,each,156.0,g
P-44506,0.025,4.0,each,160.0,g
P-44512,0.006060606,12.0,each,1980.0,g
P-44585,0.095238095,8.0,piece,84.0,g
P-44587,0.02,1.0,ea,50.0,g
P-44907,0.023529412,48.0,PTN,2040.0,g
P-45255,0.015384615,70.0,piece,4550.0,g
P-45964,0.006953224,110.0,ea,15820.0,g
P-46509,0.006666667,3.0,PTN,450.0,g
P-46641,0.005813953,30.0,PTN,5160.0,g
P-46862,0.044052863,20.0,slice,454.0,g
P-47207,0.002150538,1.0,PTN,465.0,g
P-47208,0.002739726,1.0,PTN,365.0,g
P-47226,0.2,1.0,PTN,5.0,g
P-47228,0.005813953,1.0,PTN,172.0,g
P-47267,0.002197802,1.0,PTN,455.0,g
P-47324,0.021264028,180.0,each,8465.0,g
P-47362,0.007782101,2.0,ea,257.0,g
P-47365,0.02,2.0,each,100.0,g
P-47366,0.02,12.0,each,600.0,g
P-47509,0.5,2.0,each,4.0,g
P-47610,0.002061856,1.0,PTN,485.0,g
P-47805,0.004,1.0,PTN,250.0,g
P-48520,0.023060797,22.0,slice,954.0,g
P-48635,0.002222222,1.0,each,450.0,g
P-48863,0.005354752,12.0,CT,2241.0,g
P-49035,0.011428571,4.0,each,350.0,g
P-49636,0.008333333,12.0,ea,1440.0,g
P-49970,0.004225352,72.0,CT,17040.0,g
P-50398,0.033333333,12.0,CT,360.0,g
P-50439,0.066666667,3.0,piece,45.0,g
P-50505,0.016666667,2.0,each,120.0,ml
P-50627,0.002739726,2.0,srvg,730.0,ml
P-50641,0.001538462,1.0,un,650.0,g
P-50658,0.01,0.75,CT,75.0,g
P-50667,0.004,1.0,PTN,250.0,g
P-50705,0.019157088,1.0,ea,52.2,g
P-50723,0.001538462,1.0,srvg,650.0,g
P-50725,0.035242291,16.0,ea,454.0,g
P-50799,0.013333333,18.0,slice,1350.0,g
P-50809,0.019230769,18.0,slice,936.0,g
P-50947,0.001428571,2.0,ea,1400.0,g
P-50949,0.001709402,2.0,srvg,1170.0,g
P-50950,0.001709402,2.0,srvg,1170.0,g
P-50954,0.00173913,2.0,ea,1150.0,g
P-50994,0.003333333,1.0,PTN,300.0,g
P-51018,0.004366812,5.0,each,1145.0,g
P-51086,0.01754386,6.0,CT,342.0,g
P-51133,0.002,1.0,ea,500.0,g
P-51134,0.02,2.0,un,100.0,g
P-51224,0.005555556,1.0,each,180.0,g
P-51225,0.002,2.0,ea,1000.0,ml
P-51230,0.04,1.0,srvg,25.0,ml
P-51231,0.02,250.0,each,12500.0,g
P-51255,0.004,1.0,PTN,250.0,g
P-51382,0.008678501,44.0,each,5070.0,g
P-51508,0.035087719,2.0,slice,57.0,g
P-51510,0.025,4.0,PTN,160.0,g
P-51516,0.024691358,1.0,PTN,40.5,g
P-51518,0.008818342,1.0,PTN,113.4,g
P-51826,0.142857143,1.0,PTN,7.0,g
P-51988,0.0032,40.0,PTN,12500.0,g
P-51992,0.022222222,36.0,slice,1620.0,g
P-52088,0.005,10.0,PTN,2000.0,g
P-52222,0.04,1.0,ea,25.0,g
P-52620,0.2,8.0,piece,40.0,g
P-52753,0.019230769,1.0,ea,52.0,g
P-52942,0.013888889,1.0,each,72.0,g
P-52951,0.008333333,6.0,CT,720.0,g
P-52994,0.076923077,35.0,each,455.0,g
P-53056,0.011111111,13.0,PTN,1170.0,g
P-53088,0.002325581,6.0,each,2580.0,g
P-53310,0.004347826,1.0,CT,230.0,g
P-53314,0.004906771,1.0,CT,203.8,g
P-53361,0.005647059,24.0,ea,4250.0,g
P-53634,0.007407407,6.0,slice,810.0,g
P-53742,0.009521996,1.0,each,105.02,g
P-53814,0.007142857,1.0,ea,140.0,g
P-53834,0.009951349,36.0,CT,3617.6,g
P-53906,0.014371257,12.0,each,835.0,g
P-53938,0.026315789,12.0,each,456.0,g
P-53947,0.014117647,120.0,piece,8500.0,g
P-53955,0.008980692,40.0,each,4454.0,g
P-53970,0.006389776,16.0,each,2504.0,g
P-54069,0.009433962,1.0,each,106.0,g
P-54556,0.014201183,24.0,slice,1690.0,g
P-54644,0.002380952,16.0,PTN,6720.0,g
P-54667,0.002222222,16.0,PTN,7200.0,g
P-54697,0.095238095,8.0,each,84.0,g
P-54881,0.062068966,36.0,PTN,580.0,g
P-55079,0.018867925,1.0,CT,53.0,g
P-55099,0.005882353,1.0,PTN,170.0,g
P-55238,0.005,120.0,ea,24000.0,g
P-55252,0.019705882,402.0,CT,20400.0,g
P-55422,0.001,2.5,1L,2500.0,g
P-55459,0.002,56.0,CT,28000.0,g
P-5548,0.00015715,3.0,full in,19090.0,g
P-55669,0.008818342,1.0,PTN,113.4,g
P-56795,0.008333333,1.0,ea,120.0,g
P-56910,0.008196721,1.0,PTN,122.0,g
P-57631,0.018867925,1.0,each,53.0,g
P-5960,0.000148677,1.0,full in,6726.0,g
P-60970,0.003333333,1.0,each,300.0,g
P-61508,0.002,8.0,ea,4000.0,g
P-61646,0.017479462,100.0,ea,5721.0,g
P-61769,0.002777778,8.0,PIE,2880.0,g
P-61796,0.005555556,10.0,CT,1800.0,g
P-61959,0.02,24.0,each,1200.0,g
P-62403,0.003831418,1.0,each,261.0,g
P-62434,0.025,1.0,srvg,40.0,g
P-62442,0.071428571,1.0,CT,14.0,g
P-62549,0.095238095,8.0,piece,84.0,g
P-62841,0.008810573,4.0,piece,454.0,g
P-64456,0.00877193,9.0,PTN,1026.0,g
P-64513,0.002857143,1.0,PTN,350.0,g
P-64944,0.007352941,1.0,PTN,136.0,g
P-6888,0.000352113,1.0,LG CAN,2840.0,ml
P-7166,0.0028,56.0,CT,20000.0,g
P-7367,0.005166228,216.0,ea,41810.0,g
P-7523,0.035242291,16.0,ea,454.0,g
P-7637,0.016909029,1.0,srvg,59.14,ml
P-9779,0.068266667,768.0,slice,11250.0,g
I-8238,0.033333333,1.0,ea,30.0,g
I-9341,0.008333333,1.0,CT,120.0,g
P-60812,0.008333333,1.0,each,120.0,g
P-62629,0.010526316,100.0,each,9500.0,g
P-47243,0.029239766,1.0,PTN,34.2,g
P-62520,0.005076142,1.0,PTN,197.0,g
P-62597,0.005181347,1.0,PTN,193.0,g
P-60813,0.004081633,1.0,ea,245.0,g
I-1016,0.00105,0.042,SHEET,40.0,g
I-1020,0.00105,0.042,SHEET,40.0,g
I-1033,0.016666667,0.8,CT,48.0,g
I-1048,0.01,1.0,slice,100.0,g
I-1057,0.00033,0.033,SHEET,100.0,g
I-1064,0.00033,0.033,SHEET,100.0,g
I-1065,0.00033,0.033,SHEET,100.0,g
I-1067,0.00033,0.033,SHEET,100.0,g
I-1073,0.01,1.0,slice,100.0,g
I-1077,0.01,1.0,slice,100.0,g
I-1085,0.011111111,0.25,CT,22.5,g
I-1089,0.011111111,0.2,CT,18.0,g
I-1093,0.011111111,0.2,CT,18.0,g
I-1096,0.011111111,0.05,CT,4.5,g
I-1116,0.00666,0.333,ea,50.0,g
I-11824,0.00042,0.042,SHEET,100.0,g
I-1189,0.002202643,0.1,CT,45.4,g
I-1196,0.008849558,1.0,CT,113.0,g
I-1205,0.008849558,1.0,CT,113.0,g
I-12180,0.000979432,1.0,CT,1021.0,g
I-1241,0.0125,0.25,ea,20.0,g
I-1250,0.0125,1.0,CT,80.0,g
I-1286,0.01,1.0,CT,100.0,g
I-19634,0.002202643,1.0,LOAF,454.0,g
I-24229,0.002202643,1.0,LOAF,454.0,g
I-2661,0.000979432,1.0,PIE,1021.0,g
I-2662,0.000979432,1.0,PIE,1021.0,g
I-2664,0.000979432,1.0,PIE,1021.0,g
I-2667,0.000979432,1.0,PIE,1021.0,g
I-60871,0.000825,0.033,SHEET,40.0,g
P-62284,0.016771488,16.0,ea,954.0,g
P-50776,0.003821656,12.0,CT,3140.0,g
P-7570,0.029239766,1.0,ea,34.2,g
P-22037,0.014285714,1.0,slice,70.0,g
P-22029,0.014285714,1.0,slice,70.0,g
P-22032,0.014285714,1.0,slice,70.0,g
P-48485,0.014285714,1.0,slice,70.0,g
P-50510,0.014285714,1.0,slice,70.0,g
P-22030,0.01,1.0,slice,100.0,g
P-63831,0.01,1.0,slice,100.0,g
P-38172,0.01,1.0,PTN,100.0,g
P-22048,0.01,1.0,slice,100.0,g
P-22042,0.01,1.0,slice,100.0,g
P-22049,0.01,1.0,slice,100.0,g
P-63830,0.01,1.0,slice,100.0,g
P-38170,0.01,1.0,PTN,100.0,g
P-13850,0.005876592,30.0,slice,5105.0,g
P-53808,0.016814573,36.0,CT,2141.0,g
P-55093,0.02,48.0,CT,2400.0,g
P-33780,0.008849558,1.0,ea,113.0,g
P-50612,0.001,1.5,1L,1500.0,ml
P-50614,0.003947368,12.0,CT,3040.0,g
P-55184,0.012195122,4.0,ea,328.0,ml
P-36780,0.006097561,2.0,ea,328.0,ml
P-56681,0.006097561,2.0,ea,328.0,ml
P-64672,0.022222222,1.0,CT,45.0,g
P-64039,0.005882353,6.0,slice,1020.0,g
P-32664,0.016393443,1.0,each,61.0,g
P-55707,0.005405405,1.0,PTN,185.0,g
P-55709,0.005405405,1.0,PTN,185.0,g
P-62293,0.005405405,1.0,PTN,185.0,g
P-62023,0.006451613,1.0,ROLL,155.0,g
I-13302,5.0,1.0,CT,0.2,g 
I-64877,0.0047619047619047,1.0,each,210.0,g
I-68700,0.0083333333333333,0.5,each,60.0,g
I-25290,0.0002127659574468,0.1,LOAF,470.0,g
I-9641,0.0175438596491228,1.0,LOAF,57.0,g
I-14190,0.0016666666666666,1.0,LOAF,600.0,g
I-37113,0.0042735042735042,1.0,ea,234.0,g
I-1271,0.0001111111111111,0.1,LOAF,900.0,g
I-68718,0.0117647058823529,1.0,each,85.0,g
P-54697,,8.0,each,84.0,g
P-35132,,185.0,ea,24050.0,g
P-51992,,36.0,slice,1620.0,g
P-26234,,16.0,ea,1280.0,g
